data.subscription_type,data.username,data.name,data.description,data.profile_banner_url,data.most_recent_tweet_id,data.receives_your_dm,data.verified,data.pinned_tweet_id,data.verified_type,data.profile_image_url,data.url,data.protected,data.id,data.created_at,data.entities.url.urls,data.entities.description.urls,data.public_metrics.followers_count,data.public_metrics.following_count,data.public_metrics.tweet_count,data.public_metrics.listed_count,data.public_metrics.like_count,data.location,data.entities.description.mentions,data.entities.description.hashtags
None,lauriekalus,Laurie Kalus,Senior Journalist for The Global Story podcast on @bbcworldservice • laurie.kalus@bbc.co.uk •,https://pbs.twimg.com/profile_banners/430164437/1635025764,1843745728277164314,False,False,,none,https://pbs.twimg.com/profile_images/1559391522285621248/tLjTj5Uu_normal.jpg,https://t.co/FUdjqVDoMN,False,430164437,2011-12-06T20:56:51.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/FUdjqVDoMN', 'expanded_url': 'https://www.bbc.co.uk/news', 'display_url': 'bbc.co.uk/news'}]",,1139,1174,4667,1,25569,London,"[{'start': 50, 'end': 66, 'username': 'bbcworldservice'}]",
None,incautius,Mlungu 🏍️ 🏉🇿🇦,"Those who know me, know me. Fuelled largely by coffee. Assume sarcasm in my tweets until proven otherwise.",https://pbs.twimg.com/profile_banners/256938691/1726935299,1844799857908724060,False,False,1809887700662550553,none,https://pbs.twimg.com/profile_images/1801521644743114752/-w90AY1O_normal.jpg,,False,256938691,2011-02-24T11:22:45.000Z,,,1992,2455,67975,40,18405,Johannesburg,,
None,bescheidwisser,Tobias Hürter,"Author and journalist//Munich and South Tyrol//Die Zeit//Klett-Cotta – Agent: Michael Gaeb, https://t.co/NUfT9WOdKj",https://pbs.twimg.com/profile_banners/14206489/1355098194,1812875295684219246,False,False,1693198967750722024,none,https://pbs.twimg.com/profile_images/1808275851395715074/tP0MOtl8_normal.jpg,https://t.co/82qSTd1rNd,False,14206489,2008-03-24T09:57:30.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/82qSTd1rNd', 'expanded_url': 'https://www.zeit.de/autoren/H/Tobias_Huerter/index.xml', 'display_url': 'zeit.de/autoren/H/Tobi…'}]","[{'start': 92, 'end': 115, 'url': 'https://t.co/NUfT9WOdKj', 'expanded_url': 'http://litagentur.com', 'display_url': 'litagentur.com'}]",951,858,7148,20,4263,München und Bruneck,,
None,johnsfeng,馮醬 John Feng,Contributing editor @Newsweek | alum @NCCU1927 & @SOAS,https://pbs.twimg.com/profile_banners/248111388/1617809185,1823757273560494280,False,False,,none,https://pbs.twimg.com/profile_images/1414622444678094850/N7a6YF6Q_normal.jpg,,False,248111388,2011-02-06T08:11:14.000Z,,,2442,753,11069,76,14533,台中 | CPT,"[{'start': 20, 'end': 29, 'username': 'Newsweek'}, {'start': 37, 'end': 46, 'username': 'NCCU1927'}, {'start': 49, 'end': 54, 'username': 'SOAS'}]",
None,rwwmike,Mike Melanson - @rwwmike@hachyderm.io,Senior Editor with @GitHub's The ReadME Project https://t.co/ebq7bNhhBu - formerly @TheNewStack @RWW (he/him),https://pbs.twimg.com/profile_banners/97485494/1574141795,1823822510363959721,False,False,1590676027511930881,none,https://pbs.twimg.com/profile_images/1196660990722658305/1ITDsXm1_normal.jpg,https://t.co/RkR0J1fwDP,False,97485494,2009-12-17T17:17:59.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/RkR0J1fwDP', 'expanded_url': 'http://github.com/mikethemelanson', 'display_url': 'github.com/mikethemelanson'}]","[{'start': 48, 'end': 71, 'url': 'https://t.co/ebq7bNhhBu', 'expanded_url': 'http://github.com/readme', 'display_url': 'github.com/readme'}]",2896,2732,11029,240,3747,"New Haven, CT","[{'start': 19, 'end': 26, 'username': 'GitHub'}, {'start': 83, 'end': 95, 'username': 'TheNewStack'}, {'start': 96, 'end': 100, 'username': 'RWW'}]",
None,astroehlein,Andrew Stroehlein,"European Media & Editorial Director, @hrw. My newsletter: https://t.co/KwjkBG9dJX All my links: https://t.co/QUQS8Dj4xh",https://pbs.twimg.com/profile_banners/17672825/1642935832,1844712843406406001,False,True,1716111114340049389,blue,https://pbs.twimg.com/profile_images/1763907868103749632/6ErRgJUl_normal.jpg,https://t.co/2TZaJQl67M,False,17672825,2008-11-27T08:01:19.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/2TZaJQl67M', 'expanded_url': 'http://www.andrewstroehlein.com/', 'display_url': 'andrewstroehlein.com'}]","[{'start': 58, 'end': 81, 'url': 'https://t.co/KwjkBG9dJX', 'expanded_url': 'http://bit.ly/DailyBrief', 'display_url': 'bit.ly/DailyBrief'}, {'start': 96, 'end': 119, 'url': 'https://t.co/QUQS8Dj4xh', 'expanded_url': 'https://linktr.ee/andrewstroehlein', 'display_url': 'linktr.ee/andrewstroehle…'}]",126935,10847,99731,2427,107096,Brussels,"[{'start': 37, 'end': 41, 'username': 'hrw'}]",
None,Geo_Gavalda,Géo Gavalda 🏴‍☠️,Journaliste indé pirate sceptique • @CinetiqueP_cast • Formateur esprit critique/OSINT/factchecking @emicfd @esjpro • ex @MidiLibre @AFPFactuel @JournalistesSol,https://pbs.twimg.com/profile_banners/33860100/1714502492,1843384411884261743,False,True,,blue,https://pbs.twimg.com/profile_images/1227534209889251328/hgLLOhBk_normal.jpg,https://t.co/lpkhuehL62,False,33860100,2009-04-21T09:34:28.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/lpkhuehL62', 'expanded_url': 'https://www.midilibre.fr/auteur/geoffrey-gavalda', 'display_url': 'midilibre.fr/auteur/geoffre…'}]",,1042,2007,7708,31,4719,"Nîmes, France","[{'start': 36, 'end': 52, 'username': 'CinetiqueP_cast'}, {'start': 100, 'end': 107, 'username': 'emicfd'}, {'start': 108, 'end': 115, 'username': 'esjpro'}, {'start': 121, 'end': 131, 'username': 'MidiLibre'}, {'start': 132, 'end': 143, 'username': 'AFPFactuel'}, {'start': 144, 'end': 160, 'username': 'JournalistesSol'}]",
None,fiete_stegers,Fiete Stegers | @fiete@mastodon.social,"Journalist, Wiss. Mitarbeiter | Verifikation Faktencheck OSINT Netz Medien Social | @haw_hamburg  @UseTheNews2024 | @quiztime @ojour_de | Ex @ndr @klickwinkel_",https://pbs.twimg.com/profile_banners/17909883/1603264709,1750462692169560286,False,False,,none,https://pbs.twimg.com/profile_images/1454044917551050755/o-9Eakrc_normal.jpg,https://t.co/JTBoGAuwUV,False,17909883,2008-12-05T22:25:00.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/JTBoGAuwUV', 'expanded_url': 'http://www.netzjournalismus.de', 'display_url': 'netzjournalismus.de'}]",,6961,3172,29421,361,12145,Hamburg,"[{'start': 84, 'end': 96, 'username': 'haw_hamburg'}, {'start': 98, 'end': 113, 'username': 'UseTheNews2024'}, {'start': 116, 'end': 125, 'username': 'quiztime'}, {'start': 126, 'end': 135, 'username': 'ojour_de'}, {'start': 141, 'end': 145, 'username': 'ndr'}, {'start': 146, 'end': 159, 'username': 'klickwinkel_'}]",
None,jordanwildon,Jordan Wildon,"Digital investigator, open-source intelligence specialist and Telegram expert. Founder and CEO of @ProseLtd. Not really here, instead: jordan (at) https://t.co/e0RrGWoye7",https://pbs.twimg.com/profile_banners/25801558/1683024326,1839272398727598137,False,False,1775094217032822975,none,https://pbs.twimg.com/profile_images/1653349590546907136/GSKuOZ7n_normal.jpg,https://t.co/9UKKIoLcAz,True,25801558,2009-03-22T09:37:36.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/9UKKIoLcAz', 'expanded_url': 'http://telepathydb.com', 'display_url': 'telepathydb.com'}]","[{'start': 147, 'end': 170, 'url': 'https://t.co/e0RrGWoye7', 'expanded_url': 'http://prose.ltd', 'display_url': 'prose.ltd'}]",9997,951,5,255,1022,,"[{'start': 98, 'end': 107, 'username': 'ProseLtd'}]",
None,vanbadham,Van Badham 🥥 🌴,"@Guardian columnist, @WeekOnWednesday co-host, theatremaker, commentator, TV dilettante. Email: asstvanbadham@gmail.com. In my spare time I write books.",https://pbs.twimg.com/profile_banners/33216799/1354365665,1844826179817373764,False,False,1839176415989940621,none,https://pbs.twimg.com/profile_images/1683444619839954946/p3yvR65k_normal.jpg,https://t.co/hqGh9MVNdC,False,33216799,2009-04-19T14:55:09.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/hqGh9MVNdC', 'expanded_url': 'https://linktr.ee/vanbadham', 'display_url': 'linktr.ee/vanbadham'}]",,112593,9738,59125,948,80436,"Victoria, Australia","[{'start': 0, 'end': 9, 'username': 'Guardian'}, {'start': 21, 'end': 37, 'username': 'WeekOnWednesday'}]",
None,boydroid,Droid Boy,"Journalist | Host @metaverse_Cast | Producer Beyond Reality | DE/EN | Topics, not parties | @droidboy@social.cologne",https://pbs.twimg.com/profile_banners/89437290/1655979643,1834504911418962043,False,False,1501192894589374466,none,https://pbs.twimg.com/profile_images/1803409389954461696/fi0-NUmt_normal.jpg,https://t.co/aMRBd5xvmt,False,89437290,2009-11-12T12:41:34.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/aMRBd5xvmt', 'expanded_url': 'http://www.droid-boy.de', 'display_url': 'droid-boy.de'}]",,3299,2429,37956,265,18430,Köln | Cologne,"[{'start': 18, 'end': 33, 'username': 'metaverse_Cast'}]",
None,catherinecadams,catherinecadams @catherinecadams@journa.host,"Journalist, senior lecturer in communications. ‘News on Stage’, radio, accordion, unions, green things. (Tweeting in a personal capacity)",https://pbs.twimg.com/profile_banners/4200844445/1642279625,1844268330481484180,False,False,1787137459517604026,none,https://pbs.twimg.com/profile_images/1514647758506008576/dj4o7sOA_normal.jpg,https://t.co/yRAAfYcztq,False,4200844445,2015-11-16T09:40:15.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/yRAAfYcztq', 'expanded_url': 'https://www.tandfonline.com/doi/full/10.1080/17512786.2022.2052345', 'display_url': 'tandfonline.com/doi/full/10.10…'}]",,435,1058,4040,9,8420,"England, United Kingdom",,
None,RachelLense,Rachel Lense,"🏳️‍🌈 She/Her
Any opinions expressed are mine alone",https://pbs.twimg.com/profile_banners/974193205/1703370821,1844829413520617806,False,False,1801360216493330537,none,https://pbs.twimg.com/profile_images/1734549271649869824/NZCm1H9C_normal.jpg,https://t.co/vHg2CfkpDI,False,974193205,2012-11-27T16:17:25.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/vHg2CfkpDI', 'expanded_url': 'https://rachellense.com/', 'display_url': 'rachellense.com'}]",,317,654,509,2,2270,Greater DC Area,,
None,visheprasad,Vishnu Prasad,Part-time journalist. Formerly at The New Indian Express. Likes random stuff. Views are personal. @vishnu_prasad@mastodon.social,https://pbs.twimg.com/profile_banners/132172939/1667655659,1765088640160653486,False,False,1677003433167945731,none,https://pbs.twimg.com/profile_images/665001663694921728/zT1_Diqk_normal.jpg,,False,132172939,2010-04-12T13:47:26.000Z,,,3399,1223,17041,36,7636,Thrissur/Bangalore,,
None,AmandaSchrepf,Amanda Schrepf,"Réd. chef adjointe #ScienceetVie hors-série. Née en 335 ppm. M2 Climat et Médias @UnivParisSaclay @ESJLille. @_ajspi. @SciencesPo_Tlse
https://t.co/YuWlku5XTM",https://pbs.twimg.com/profile_banners/1384960939267706883/1679350405,1844249079334973686,False,False,1583555464649797632,none,https://pbs.twimg.com/profile_images/1489342225662332932/_Wz-BYGR_normal.jpg,,False,1384960939267706883,2021-04-21T20:03:34.000Z,,"[{'start': 135, 'end': 158, 'url': 'https://t.co/YuWlku5XTM', 'expanded_url': 'http://amandaschrepf.bsky.social', 'display_url': 'amandaschrepf.bsky.social'}]",244,1126,823,2,1396,,"[{'start': 81, 'end': 97, 'username': 'UnivParisSaclay'}, {'start': 98, 'end': 107, 'username': 'ESJLille'}, {'start': 109, 'end': 116, 'username': '_ajspi'}, {'start': 118, 'end': 134, 'username': 'SciencesPo_Tlse'}]","[{'start': 19, 'end': 32, 'tag': 'ScienceetVie'}]"
None,estarLA,esther tseng 鄭怜欣,"food, drinks & culture writer | she/her | i am estarla EVERYWHERE",https://pbs.twimg.com/profile_banners/3249251/1693258844,1844074092196155678,False,False,1682440535154520064,none,https://pbs.twimg.com/profile_images/1235205362178912256/l5UTYp0z_normal.jpg,https://t.co/iJZ7RtuvCb,False,3249251,2007-04-02T20:55:47.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/iJZ7RtuvCb', 'expanded_url': 'http://estarla.com', 'display_url': 'estarla.com'}]",,30334,5538,96675,724,301864,los angeles (tongva land),,
None,L_Howes,Laura Howes,"Journo for @cenmag with a taste for biomolecules; All opinions are mine, all mine. She/her. DMs open. I say my name like this: https://t.co/a8q204f3Xh",https://pbs.twimg.com/profile_banners/41375302/1683130695,1844783545065030099,False,False,1743232541522337974,none,https://pbs.twimg.com/profile_images/774164840201924608/HGf7zsuT_normal.jpg,https://t.co/L0Jd1KSw5a,False,41375302,2009-05-20T15:03:37.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/L0Jd1KSw5a', 'expanded_url': 'https://cen.acs.org/static/about/staff_landing/biolh.html', 'display_url': 'cen.acs.org/static/about/s…'}]","[{'start': 127, 'end': 150, 'url': 'https://t.co/a8q204f3Xh', 'expanded_url': 'http://namedrop.io/laurahowes', 'display_url': 'namedrop.io/laurahowes'}]",3078,4465,20462,104,23697,Heidelberg,"[{'start': 11, 'end': 18, 'username': 'cenmag'}]",
None,thinink,Thin,"Lives, breathes & writes Food Systems issues w. @LHreports, Thin Ink, @newhumanitarian + others. Co-founder @kitetalesMM. Founder Myanmar Now. Fmr SE Asia corro",https://pbs.twimg.com/profile_banners/65317936/1610972217,1844778111457440131,False,False,1738217591447896213,none,https://pbs.twimg.com/profile_images/1351129770927542274/hF6MTyng_normal.jpg,https://t.co/3dPICelm7y,False,65317936,2009-08-13T08:39:33.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/3dPICelm7y', 'expanded_url': 'http://news.thin-ink.net', 'display_url': 'news.thin-ink.net'}]",,20187,1827,18326,423,2477,Italy,"[{'start': 48, 'end': 58, 'username': 'LHreports'}, {'start': 70, 'end': 86, 'username': 'newhumanitarian'}, {'start': 108, 'end': 120, 'username': 'kitetalesMM'}]",
None,krisholt,Kris Holt,Be fun and try. Blog guy @Engadget and @ForbesGames. Same name everywhere else but martymcdie on Discord. kris@krisholt.net,https://pbs.twimg.com/profile_banners/14743120/1697641181,1844411062705356926,False,False,,none,https://pbs.twimg.com/profile_images/1214003644338589696/aReRUTkv_normal.jpg,https://t.co/GogNAqpxuz,False,14743120,2008-05-12T11:54:51.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/GogNAqpxuz', 'expanded_url': 'https://www.engadget.com/about/editors/kris-holt/', 'display_url': 'engadget.com/about/editors/…'}]",,2603,1137,21025,85,13062,🏴󠁧󠁢󠁳󠁣󠁴󠁿➡️🇨🇦 he/him,"[{'start': 25, 'end': 34, 'username': 'Engadget'}, {'start': 39, 'end': 51, 'username': 'ForbesGames'}]",
None,stephencass,stephencass,"Senior editor @IEEESpectrum, co-author of Hollyweird Science I & II, former editor of some science fiction anthologies. KB1WNR. Originally from Dublin. He/him.",https://pbs.twimg.com/profile_banners/14601208/1509032649,1594149736541720577,False,False,1588412526731005952,none,https://pbs.twimg.com/profile_images/1312608856334389249/OY8uW5n5_normal.jpg,https://t.co/narofmW80P,False,14601208,2008-04-30T15:11:35.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/narofmW80P', 'expanded_url': 'http://www.stephencass.com', 'display_url': 'stephencass.com'}]",,1794,1499,11226,102,10289,"New York, USA","[{'start': 14, 'end': 27, 'username': 'IEEESpectrum'}]",
None,FeatherstoneInk,Anna Featherstone,Bold Authors + Words in @theguardian @smh + author of Look - It’s Your Book for non-fiction writers + Small Farm Success Australia @AnnaFeatherstone@aus.social,https://pbs.twimg.com/profile_banners/21815583/1637970140,1672146504902119424,False,False,,none,https://pbs.twimg.com/profile_images/1461154349199937540/xhqE839q_normal.jpg,https://t.co/Kmqt3yL1iM,False,21815583,2009-02-25T00:10:19.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Kmqt3yL1iM', 'expanded_url': 'https://annafeatherstone.com/?page_id=227', 'display_url': 'annafeatherstone.com/?page_id=227'}]",,505,586,1755,5,10557,Australia,"[{'start': 24, 'end': 36, 'username': 'theguardian'}, {'start': 37, 'end': 41, 'username': 'smh'}]",
None,MatthiasEberl,Matthias Eberl @rufposten@social.tchncs.de,"PROFILE IS INACTIVE - Moved to Mastodon 🚪🚶 
Journalist, Educator, Researcher #privacy #security #multimedia  Freelancer | 🏆 Deutscher Reporterpreis",,1782812417522552983,False,False,1585889995742580736,none,https://pbs.twimg.com/profile_images/1700460546556923904/Vsi_l7Lw_normal.png,https://t.co/ES4Kv0E1x9,False,1006194906,2012-12-12T12:10:32.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ES4Kv0E1x9', 'expanded_url': 'https://rufposten.de/blog/', 'display_url': 'rufposten.de/blog/'}]",,1534,0,10,48,509,München,,"[{'start': 77, 'end': 85, 'tag': 'privacy'}, {'start': 86, 'end': 95, 'tag': 'security'}, {'start': 96, 'end': 107, 'tag': 'multimedia'}]"
None,JoshButler,Josh Butler,Political reporter @GuardianAus - send memes & tips: DMs open • josh.butler@theguardian.com • secure: joshbutler.journalist@protonmail.com •,https://pbs.twimg.com/profile_banners/60496760/1681439335,1844552036861476903,False,False,,none,https://pbs.twimg.com/profile_images/1613007521299726338/wxKoV4pM_normal.jpg,https://t.co/HVuCvSqo6f,False,60496760,2009-07-27T05:11:58.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/HVuCvSqo6f', 'expanded_url': 'https://joshbutler.substack.com', 'display_url': 'joshbutler.substack.com'}]",,52012,2807,58449,454,69445,Canberra,"[{'start': 19, 'end': 31, 'username': 'GuardianAus'}]",
None,ajsadauskas,AJ Sadauskas,"Senior Journalist at @thefifthestateAu. Previously at F&P, SmartCompany, and iTnews. @ajsadauskas@toot.community . All comments are my own.",https://pbs.twimg.com/profile_banners/231804380/1495088846,1594310910629539840,False,False,1161827973705506816,none,https://pbs.twimg.com/profile_images/1601550482946023424/aeLbeZK-_normal.jpg,,False,231804380,2010-12-29T14:28:21.000Z,,,941,853,11437,257,5418,,"[{'start': 21, 'end': 38, 'username': 'thefifthestateAu'}]",
None,joshua_eaton,Joshua Eaton,"Investigative reporter @hearstcmg | Alum @nbcnews, @rollcall, @HarvardDivinity, @UnivWestGa | FOIA hound | Church mouse | Cat dad | Georgia boy | #FirstGen",https://pbs.twimg.com/profile_banners/48075372/1644190356,1844834668694196291,False,False,1842203575880995149,none,https://pbs.twimg.com/profile_images/1821535984221130753/wY_SBrEu_normal.jpg,https://t.co/EWhARLqWpm,False,48075372,2009-06-17T19:09:57.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/EWhARLqWpm', 'expanded_url': 'https://www.joshuaeaton.net', 'display_url': 'joshuaeaton.net'}]",,11801,8901,1560,443,97111,"New Haven, Conn.","[{'start': 23, 'end': 33, 'username': 'hearstcmg'}, {'start': 41, 'end': 49, 'username': 'nbcnews'}, {'start': 51, 'end': 60, 'username': 'rollcall'}, {'start': 62, 'end': 78, 'username': 'HarvardDivinity'}, {'start': 80, 'end': 91, 'username': 'UnivWestGa'}]","[{'start': 146, 'end': 155, 'tag': 'FirstGen'}]"
None,ryanmlowery,Ryan Lowery (not here much anymore),"Author. Journalist. Work published by the AP, LA Times, Source New Mexico, others. New novel ‘The Gentle Slope’ available now: https://t.co/kD1LTgAwv9",https://pbs.twimg.com/profile_banners/26964222/1581810904,1818514107789713477,False,False,1770880384957554756,none,https://pbs.twimg.com/profile_images/1479986166287925249/E2S9j_HJ_normal.jpg,https://t.co/EaZDKf2yqR,False,26964222,2009-03-27T06:42:46.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/EaZDKf2yqR', 'expanded_url': 'http://words.ryanlowery.com', 'display_url': 'words.ryanlowery.com'}]","[{'start': 127, 'end': 150, 'url': 'https://t.co/kD1LTgAwv9', 'expanded_url': 'https://a.co/d/8hbuzIv', 'display_url': 'a.co/d/8hbuzIv'}]",2492,610,60162,224,21314,New Mexico & Colorado,,
None,MichaelRdrguez,Michael Rodriguez,"writer, communicator, recovering journalist. he/him",https://pbs.twimg.com/profile_banners/905498754240831488/1692045492,1805995895835783616,False,False,1805298271809945618,none,https://pbs.twimg.com/profile_images/1719625419694215168/5X0vzlKJ_normal.jpg,https://t.co/s1WypFFWo0,False,905498754240831488,2017-09-06T18:31:41.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/s1WypFFWo0', 'expanded_url': 'https://authory.com/michaelrdrguez', 'display_url': 'authory.com/michaelrdrguez'}]",,1113,2631,2232,13,6469,"Calgary, Alberta",,
